date,mean_total_daily_precip_ukl,mean_total_daily_precip_williamson,mean_total_daily_precip_sprague
2/17/2023,0.017,0.013,0
2/18/2023,0.012,0.011,0
2/19/2023,0.021,0.002,0.016
2/20/2023,0.007,0.033,0
2/21/2023,0.332,0.114,0.03
2/22/2023,0.31,0.069,0.071
2/23/2023,0.214,0.132,0.128
2/24/2023,0.155,0.11,0.107
2/25/2023,0.079,0.11,0.066
2/26/2023,0.284,0.136,0.124
2/27/2023,0.515,0.467,0.312
2/28/2023,0.274,0.13,0.123
3/1/2023,0.025,0.005,0.001
3/2/2023,0.061,0.057,0.022
3/3/2023,0.01,0.006,0
3/4/2023,0.255,0.173,0.167
3/5/2023,0.222,0.208,0.174
3/6/2023,0.216,0.213,0.153
3/7/2023,0.194,0.165,0.274
3/8/2023,0.189,0.191,0.277
3/9/2023,0.668,0.777,0.567
3/10/2023,0.229,0.274,0.213
3/11/2023,0.08,0.014,0.028
3/12/2023,0.317,0.269,0.212
3/13/2023,0.505,0.369,0.304
3/14/2023,0.702,0.593,0.918
3/15/2023,0.014,0.006,0.016
3/16/2023,0.032,0,0.024
3/17/2023,0,0,0
3/18/2023,0.028,0.013,0.011
3/19/2023,0.472,0.512,0.397
3/20/2023,0.13,0.072,0.068
3/21/2023,0.024,0.039,0.065
3/22/2023,0.199,0.127,0.16
3/23/2023,0.414,0.123,0.087
3/24/2023,0.363,0.187,0.125
3/25/2023,0.195,0.065,0.022
3/26/2023,0.006,0,0.001
3/27/2023,0.341,0.484,0.288
3/28/2023,0.337,0.284,0.3
3/29/2023,0.021,0.047,0.04
3/30/2023,0.002,0.036,0.012
3/31/2023,0.089,0.051,0.024
4/1/2023,0.445,0.37,0.267
4/2/2023,0.34,0.117,0.131
4/3/2023,0.132,0.039,0.024
4/4/2023,0.105,0.079,0.048
4/5/2023,0.071,0.069,0.04
4/6/2023,0.239,0.089,0.146
4/7/2023,0.272,0.26,0.17
4/8/2023,0.071,0.009,0
4/9/2023,0.026,0.017,0.009
4/10/2023,0.271,0.083,0.187
4/11/2023,0.064,0.041,0.146
4/12/2023,0.042,0.006,0
4/13/2023,0.034,0.003,0
4/14/2023,0.002,0,0
4/15/2023,0.002,0.012,0.014
4/16/2023,0.032,0.01,0
4/17/2023,0.231,0.131,0.174
4/18/2023,0.173,0.09,0.05
4/19/2023,0.123,0.072,0.049
4/20/2023,0.123,0.106,0.047
4/21/2023,0.151,0.021,0.005
4/22/2023,0.005,0.003,0.003
4/23/2023,0.089,0.007,0
4/24/2023,0,0,0
4/25/2023,0,0,0
4/26/2023,0,0.002,0.007
4/27/2023,0,0,0
4/28/2023,0,0,0
4/29/2023,0,0,0.006
4/30/2023,0,0,0
5/1/2023,0.079,0.158,0.112
5/2/2023,0.298,0.056,0.115
5/3/2023,0.003,0.013,0.009
5/4/2023,0.029,0.137,0.184
5/5/2023,0.428,0.229,0.243
5/6/2023,0.192,0.355,0.259
5/7/2023,0.102,0.12,0.086
5/8/2023,0.27,0.325,0.273
5/9/2023,0,0.073,0.056
5/10/2023,0,0.005,0.015
5/11/2023,0,0,0
5/12/2023,0,0,0
5/13/2023,0,0,0
5/14/2023,0,0,0
5/15/2023,0.109,0.226,0.146
5/16/2023,0,0,0
5/17/2023,0,0,0
5/18/2023,0,0.004,0
5/19/2023,0,0,0.003
5/20/2023,0,0,0
5/21/2023,0,0,0.005
5/22/2023,0,0,0
5/23/2023,0.01,0,0
5/24/2023,0.01,0,0
5/25/2023,0,0,0
5/26/2023,0,0.008,0
5/27/2023,0.055,0.018,0.083
5/28/2023,0.011,0.009,0.045
5/29/2023,0.021,0,0.034
5/30/2023,0,0,0.154
5/31/2023,0,0.005,0.007
6/1/2023,0.037,0.049,0.077
6/2/2023,0,0,0
6/3/2023,0,0,0
6/4/2023,0,0.083,0.017
6/5/2023,0.016,0.071,0.066
6/6/2023,0.269,0.171,0.127
6/7/2023,0.164,0.197,0.215
6/8/2023,0.155,0.257,0.204
6/9/2023,0.006,0.116,0.198
6/10/2023,0.008,0.017,0.021
6/11/2023,0,0,0.01
6/12/2023,0.004,0.002,0
6/13/2023,0,0,0
6/14/2023,0,0.005,0.007
6/15/2023,0,0,0
6/16/2023,0,0,0
6/17/2023,0.008,0,0
6/18/2023,0.039,0.005,0
6/19/2023,0.055,0.071,0.198
6/20/2023,0,0,0.082
6/21/2023,0,0,0
6/22/2023,0,0,0
6/23/2023,0.003,0,0.011
6/24/2023,0.07,0.023,0.084
6/25/2023,0.005,0.002,0.012
6/26/2023,0.006,0.002,0.007
6/27/2023,0,0.009,0
6/28/2023,0,0,0
6/29/2023,0,0,0
6/30/2023,0,0,0
7/1/2023,0,0,0
7/2/2023,0,0,0
7/3/2023,0,0,0
7/4/2023,0,0.006,0.008
7/5/2023,0,0,0
7/6/2023,0,0,0
7/7/2023,0,0,0.037
7/8/2023,0,0,0
7/9/2023,0,0,0
7/10/2023,0,0.006,0.008
7/11/2023,0,0,0
7/12/2023,0,0,0
7/13/2023,0,0,0
7/14/2023,0,0,0
7/15/2023,0,0,0
7/16/2023,0,0,0
7/17/2023,0,0,0
7/18/2023,0,0,0
7/19/2023,0,0,0
7/20/2023,0,0.006,0
7/21/2023,0,0,0
7/22/2023,0,0,0
7/23/2023,0.008,0,0
7/24/2023,0.004,0,0
7/25/2023,0,0,0
7/26/2023,0,0.006,0
7/27/2023,0,0,0
7/28/2023,0.008,0,0
7/29/2023,0,0,0
7/30/2023,0,0,0
7/31/2023,0,0,0
8/1/2023,0,0,0
8/2/2023,0,0,0
8/3/2023,0,0,0
8/4/2023,0.1,0.124,0.119
8/5/2023,0,0,0.001
8/6/2023,0,0,0
8/7/2023,0,0,0
8/8/2023,0,0,0
8/9/2023,0,0,0
8/10/2023,0,0,0
8/11/2023,0,0,0
8/12/2023,0,0,0
8/13/2023,0,0,0
8/14/2023,0,0,0
8/15/2023,0,0,0
8/16/2023,0.006,0.046,0.016
8/17/2023,0.014,0.032,0.076
8/18/2023,0,0,0.002
8/19/2023,0.031,0.002,0.005
8/20/2023,0.125,0.028,0.004
8/21/2023,0.185,0.077,0.472
8/22/2023,0.133,0.181,0.225
8/23/2023,0.012,0.002,0
8/24/2023,0,0.002,0.023
8/25/2023,0,0,0
8/26/2023,0,0,0
8/27/2023,0,0,0
8/28/2023,0,0,0
8/29/2023,0.009,0.001,0
8/30/2023,0.018,0,0
8/31/2023,0.022,0.037,0
9/1/2023,0.307,0.151,0.217
9/2/2023,0.055,0.006,0.007
9/3/2023,0.018,0.057,0.052
9/4/2023,0,0,0
9/5/2023,0,0,0
9/6/2023,0,0,0
9/7/2023,0,0,0
9/8/2023,0,0,0
9/9/2023,0,0,0
9/10/2023,0,0,0
9/11/2023,0,0,0
9/12/2023,0,0,0
9/13/2023,0,0,0
9/14/2023,0,0,0
9/15/2023,0,0,0
9/16/2023,0.003,0,0
9/17/2023,0,0,0
9/18/2023,0,0,0
9/19/2023,0,0,0.006
9/20/2023,0,0,0
9/21/2023,0.053,0.017,0.013
9/22/2023,0,0.002,0.005
9/23/2023,0.028,0.001,0.008
9/24/2023,0.073,0.035,0.021
9/25/2023,0.42,0.345,0.102
9/26/2023,0.089,0.132,0.124
9/27/2023,0.064,0.049,0.006
9/28/2023,0.025,0.01,0.006
9/29/2023,0.21,0.268,0.243
9/30/2023,0.094,0.027,0.055
10/1/2023,0.036,0,0.002
10/2/2023,0.165,0.024,0.035
10/3/2023,0.05,0.004,0
10/4/2023,0.003,0,0
10/5/2023,0,0,0
10/6/2023,0,0,0
10/7/2023,0,0,0
10/8/2023,0,0,0.005
10/9/2023,0.083,0.052,0.028
10/10/2023,0.342,0.294,0.327
10/11/2023,0.152,0.067,0.018
10/12/2023,0.011,0,0.006
10/13/2023,0.061,0.07,0.066
10/14/2023,0,0,0.005
10/15/2023,0,0,0
10/16/2023,0.008,0.004,0
10/17/2023,0.004,0,0
10/18/2023,0,0,0.001
10/19/2023,0,0,0
10/20/2023,0,0,0
10/21/2023,0.004,0.002,0
10/22/2023,0.002,0.008,0.014
10/23/2023,0.003,0,0
10/24/2023,0.087,0.093,0.014
10/25/2023,0.383,0.193,0.129
10/26/2023,0.034,0.002,0
10/27/2023,0,0,0
10/28/2023,0.019,0,0
10/29/2023,0.058,0.051,0.017
10/30/2023,0.038,0.003,0.009
10/31/2023,0.028,0,0.001
11/1/2023,0.097,0.023,0.009
11/2/2023,0.321,0.12,0.118
11/3/2023,0.098,0.036,0.012
11/4/2023,0.28,0.304,0.167
11/5/2023,0.361,0.243,0.114
11/6/2023,0.339,0.363,0.321
11/7/2023,0.045,0.005,0
11/8/2023,0,0,0.006
11/9/2023,0.068,0.061,0.03
11/10/2023,0.032,0,0.01
11/11/2023,0,0,0
11/12/2023,0.05,0.016,0.009
11/13/2023,0.04,0.025,0
11/14/2023,0.107,0.081,0.006
11/15/2023,0.04,0,0
11/16/2023,0,0,0
11/17/2023,0.013,0.023,0.004
11/18/2023,0.547,0.371,0.394
11/19/2023,0.062,0.011,0
11/20/2023,0.032,0.04,0.037
11/21/2023,0.06,0,0.01
11/22/2023,0.028,0,0
11/23/2023,0,0,0.007
11/24/2023,0,0,0
11/25/2023,0,0,0
11/26/2023,0.01,0,0.001
11/27/2023,0.029,0,0.002
11/28/2023,0.002,0.019,0.01
11/29/2023,0.062,0.037,0.011
11/30/2023,0.298,0.21,0.18
12/1/2023,0.667,0.244,0.181
12/2/2023,1.137,0.639,0.322
12/3/2023,0.642,0.548,0.194
12/4/2023,0.109,0.043,0.015
12/5/2023,0,0.01,0
12/6/2023,0.244,0.14,0.144
12/7/2023,0.506,0.308,0.225
12/8/2023,0.039,0.008,0
12/9/2023,0.087,0.098,0.04
12/10/2023,0.257,0.166,0.102
12/11/2023,0.065,0.013,0.017
12/12/2023,0.003,0,0
12/13/2023,0,0,0
12/14/2023,0,0,0.005
12/15/2023,0.011,0,0
12/16/2023,0.013,0,0
12/17/2023,0.055,0.03,0.033
12/18/2023,0.192,0.187,0.323
12/19/2023,0.426,0.46,0.422
12/20/2023,0,0,0
12/21/2023,0.007,0.003,0
12/22/2023,0.043,0.008,0
12/23/2023,0.007,0.001,0
12/24/2023,0.18,0.073,0.026
12/25/2023,0.128,0.074,0.018
12/26/2023,0,0,0
12/27/2023,0.188,0.107,0.032
12/28/2023,0.026,0.005,0.012
12/29/2023,0.285,0.156,0.059
12/30/2023,0.105,0.057,0.041
12/31/2023,0,0,0
1/1/2024,0.005,0.003,0
1/2/2024,0.155,0.126,0.138
1/3/2024,0.068,0.007,0.014
1/4/2024,0.28,0.105,0.068
1/5/2024,0.122,0.056,0.004
1/6/2024,0.546,0.263,0.213
1/7/2024,0.168,0.028,0.007
1/8/2024,0.359,0.213,0.163
1/9/2024,0.757,0.497,0.226
1/10/2024,0.616,0.287,0.287
1/11/2024,0.153,0.099,0.106
1/12/2024,0.668,0.235,0.113
1/13/2024,1.593,1.197,0.966
1/14/2024,0.33,0.079,0.048
1/15/2024,0,0,0
1/16/2024,0.383,0.28,0.255
1/17/2024,0.404,0.323,0.154
1/18/2024,0.132,0.123,0.025
1/19/2024,0.005,0,0
1/20/2024,0.306,0.269,0.172
1/21/2024,0.372,0.399,0.297
1/22/2024,0.234,0.198,0.177
1/23/2024,0.126,0.074,0.045
1/24/2024,0.4,0.406,0.247
1/25/2024,0.118,0.082,0.016
1/26/2024,0.641,0.479,0.231
1/27/2024,0.25,0.146,0.055
1/28/2024,0.04,0.027,0.014
1/29/2024,0,0,0
1/30/2024,0,0,0.008
1/31/2024,0.039,0.009,0.052
2/1/2024,0.04,0.051,0.075
2/2/2024,0.079,0.101,0.118
2/3/2024,0,0,0
2/4/2024,0.302,0.257,0.301
2/5/2024,0.242,0.161,0.075
2/6/2024,0.027,0.031,0.003
2/7/2024,0.105,0.053,0.02
2/8/2024,0.085,0.029,0.007
2/9/2024,0.022,0.023,0.02
2/10/2024,0,0.002,0.003
2/11/2024,0.011,0,0.002
2/12/2024,0,0.007,0
2/13/2024,0.02,0.007,0.002
2/14/2024,0.515,0.582,0.378
2/15/2024,0.593,0.37,0.2
2/16/2024,0.083,0.031,0.019
2/17/2024,0.215,0.189,0.138
2/18/2024,0.342,0.245,0.21
2/19/2024,0.412,0.439,0.445
2/20/2024,0.055,0.135,0.151
2/21/2024,0.111,0.053,0.03
2/22/2024,0,0,0
2/23/2024,0,0,0
2/24/2024,0,0,0
2/25/2024,0.026,0.032,0.007
2/26/2024,0.445,0.25,0.182
2/27/2024,0.059,0.024,0.016
2/28/2024,0.087,0.045,0.034
2/29/2024,0.59,0.514,0.352
3/1/2024,0.55,0.535,0.413
3/2/2024,0.277,0.171,0.158
3/3/2024,0.363,0.15,0.163
3/4/2024,0.538,0.509,0.282
3/5/2024,0.895,0.628,0.576
3/6/2024,0.131,0.008,0.032
3/7/2024,0.004,0,0
3/8/2024,0.015,0.009,0.017
3/9/2024,0.081,0.056,0.077
3/10/2024,0.128,0.082,0.047
3/11/2024,0.17,0.153,0.12
3/12/2024,0.227,0.199,0.075
3/13/2024,0.024,0,0
3/14/2024,0,0,0
